,순위,영화명,개봉일,매출액,관객수,스크린수,배급사,coach,actor_main_name,actor_sub_name,actor_cameo_name,maker,only_gener,genre_one,year
427,428,천군,2005.7.15,0,1232992,58,쇼박스,민준기,"['박중훈', '황정민', '김승우', '공효진']","['최경원', '이동석', '김병춘', '김수현']",,['싸이더스'], 액션 ,액션,2005
428,429,텔미썸딩,1999.11.13,0,1230000,0,시네마서비스,장윤현,"['한석규', '심은하', '유준상', '염정아']","['안석환', '장항선']",,['쿠앤씨필름']," 스릴러, 미스터리 ",스릴러,1999
429,430,오케이 마담,2020.8.12,"10,979,887,910",1228685,"1,288",플러스엠 엔터테인먼트,이철하,"['엄정화', '박성웅', '이상윤', '배정남', '이선빈']","['정수빈', '유하준', '박지일', '김법래', '주석태', '최진호', '김병옥', '김혜은', '전수경', '박소리', '임현성', '이시원', '송치훈', '이정현']",['김종수'],"['영화사올', '사나이픽처스']"," 코미디, 액션 ",코미디,2020
430,431,심야의 F.M.,2010.10.14,"9,328,562,568",1228673,422,롯데쇼핑㈜롯데엔터테인먼트,김상만,"['수애', '유지태', '김윤태']","['김동협', '신다은', '최다연', '정만식']",['손지현'],"['주말의 명화', '홍필름']"," 스릴러, 범죄 ",스릴러,2010
431,432,두사부일체,2001.12.8,0,1228142,0,씨제이이엔엠,윤제균,"['정준호', '정웅인', '정운택', '송선미', '이영빈']","['오승은', '박준규', '강성필', '윤문식', '기주봉', '고명환', '김미화', '이현조', '박은실', '김순홍', '김효열', '이상섭', '박성훈', '임현진', '임유석', '김나영', '조수아', '권성환', '김태정', '이낙준', '박상현', '최진숙', '서장석', '박상욱']",,"['제니스엔터테인먼트', '필름지']", 코미디 ,코미디,2001
432,433,해치지않아,2020.1.15,"10,282,332,090",1224726,"1,216",에이스메이커무비웍스,손재곤,"['안재홍', '강소라', '박영규', '김성오', '전여빈', '박혁권', '김용각', '손지영']","['장승조', '서현우', '박형수', '김흥래', '김수진', '윤대열', '이현욱', '오재균']","['한예리', '김기천']","['디씨지플러스', '어바웃잇']", 코미디 ,코미디,2020
433,434,찌라시: 위험한 소문,2014.2.20,"9,111,648,087",1221420,560,씨제이이엔엠,김광식,"['김강우', '고창석', '박성웅', '정진영']","['이준혁', '이채은', '진선규', '김의성', '고원희', '우기홍']",['장광'],['영화사수박']," 범죄, 드라마 ",범죄,2014
434,435,결혼전야,2013.11.21,"8,444,337,719",1214836,524,씨너스엔터테인먼트,홍지영,"['김강우', '김효진', '주지훈', '이연희', '옥택연', '마동석', '구잘투르수노바', '이희준', '고준희']","['정민주', '오나라', '민성욱']","['김광규', '장광', '황정민', '이주실']",['수필름']," 멜로/로맨스, 코미디 ",멜로/로맨스,2013
435,436,깡철이,2013.10.2,"8,572,344,462",1209363,707,씨제이이엔엠,안권태,"['유아인', '김해숙', '정유미']","['김정태', '김성오', '이시언', '신정근', '김인우', '장태성']","['이도겸', '김현숙']","['시네마서비스', '더드림앤드픽쳐스', '팝콘필름']"," 드라마, 액션, 가족 ",드라마,2013
436,437,악녀,2017.6.8,"9,739,662,144",1208081,685,넥스트엔터테인먼트월드(NEW),정병길,"['김옥빈', '신하균', '성준', '김서형', '조은지']","['이승주', '정해균', '박철민', '손민지', '민예지', '김연우']",,['앞에있다'], 액션 ,액션,2017
437,438,인사동 스캔들,2009.4.29,"7,900,084,842",1206101,314,에스케이텔레콤,박희곤,"['김래원', '엄정화', '임하룡', '홍수현', '박영석', '박송해']","['김병옥', '오정세']","['이얼', '지대한', '손병호']",['쌈지']," 드라마, 범죄, 액션 ",드라마,2009
438,439,해빙,2017.3.1,"9,905,406,822",1204600,915,롯데쇼핑㈜롯데엔터테인먼트,이수연,"['조진웅', '신구', '김대명']","['송영창', '이청아', '윤세아', '이강재']",,"['위더스필름', '영화사불']", 스릴러 ,스릴러,2017
439,440,그녀를 믿지 마세요,2004.2.20,0,1204000,43,시네마서비스,배형준,"['강동원', '김하늘', '임하룡', '이안나']","['김용선', '진경', '김지영', '김은영', '송재호', '류태호', '이영은']",,['영화사시선'], 코미디 ,코미디,2004
440,441,형사 Duelist,2005.9.8,0,1203146,88,코리아픽쳐스,이명세,"['강동원', '안성기', '하지원', '장민']","['송영창', '윤주상']",['김보연'],['웰메이드엔터테인먼트']," 멜로/로맨스, 액션 ",멜로/로맨스,2005
441,442,시간이탈자,2016.4.13,"9,731,838,195",1202384,733,씨제이이엔엠,곽재용,"['임수정', '조정석', '이진욱']","['정진영', '이기우', '온주완', '전신환', '이태리', '신지수', '허정도']","['임예진', '정웅인', '박준규']","['씨제이이엔엠', '상상필름']", 스릴러 ,스릴러,2016
442,443,R2B: 리턴투베이스,2012.8.15,"8,602,921,371",1201944,539,씨제이이엔엠,김동원,"['정지훈', '유준상', '신세경', '김성수']","['이하나', '이종석', '정경호', '오달수', '정호빈', '박효준', '정한용', '최진호']","['조성하', '정석원']","['주머니필름', '빨간마후라', '씨제이이엔엠']"," 액션, 드라마 ",액션,2012
443,444,더 웹툰: 예고살인,2013.6.27,"8,534,322,070",1201033,541,씨제이이엔엠,김용균,"['이시영', '엄기준']","['문가영', '권해효', '김도영', '현우']",,"['필마픽쳐스', '라인필름', '씨제이이엔엠']"," 공포(호러), 스릴러 ",공포(호러),2013
444,445,생일,2019.4.3,"9,879,762,840",1196694,862,넥스트엔터테인먼트월드(NEW),이종언,"['설경구', '전도연', '신안진']","['김보민', '윤찬영', '박종환', '성유빈', '탕준상', '신문성', '이봉련', '김수진', '정종준', '박윤호', '김계선', '선욱현', '신운섭', '최현진', '윤영', '성경구', '김현']",['김민재'],"['나우필름', '영화사레드피터', '파인하우스필름']", 드라마 ,드라마,2019
445,446,짝패,2006.5.25,0,1196520,50,씨제이이엔엠,류승완,"['정두홍', '류승완', '이범수']","['김꽃비', '김동영', '박지환', '정희정', '조규철', '박대희', '정우', '김병옥', '조덕현', '정석용', '안길강', '김시후', '이주실', '김기천']",['김수현'],['외유내강'], 액션 ,액션,2006
446,447,바람 바람 바람,2018.4.5,"9,784,385,375",1194229,985,넥스트엔터테인먼트월드(NEW),이병헌,"['이성민', '신하균', '송지효', '이엘']","['장영남', '고준', '김건', '양현민']",,['하이브미디어코프'], 코미디 ,코미디,2018
447,448,파송송 계란탁,2005.2.18,0,1193150,48,씨제이이엔엠,오상훈,"['이인성', '최무인', '임창정', '최태춘']","['현경선', '김량진', '안희성', '김혜란)', '신용극', '김은자)', '황지애', '정필주', '박혜원', '임지혜', '한명식', '고영광', '기은아', '김가연', '사공회', '사공회', '류진화', '김경규', '이솔지', '김나미', '이주민', '오상훈', '오상훈', '이덕희', '이재명', '김우성', '이정청', '맹상훈', '엄수정']","['지대한', '심이영']",['굿플레이어'], 코미디 ,코미디,2005
448,449,몽정기2,2005.1.14,0,1188815,41,롯데쇼핑㈜롯데엔터테인먼트,정초신,"['이지훈', '전혜빈', '박슬기', '송은채']","['조경진', '이희원', '박길수']","['김지영', '박준규', '김해숙', '정동환']",['엠케이픽처스'], 코미디 ,코미디,2005
449,450,"힘을 내요, 미스터 리",2019.9.11,"9,930,518,906",1181960,990,넥스트엔터테인먼트월드(NEW),이계벽,"['차승원', '엄채영', '박해준', '정원중']","['김혜옥', '안길강', '전혜빈', '류한비', '조한철', '성지루', '김법래', '신현빈', '정준원', '정희태', '안민영', '지이수', '윤병희', '이승원', '오태경']",['이승엽'],"['용필름', '덱스터스튜디오']"," 코미디, 드라마 ",코미디,2019
450,451,빅매치,2014.11.27,"8,952,096,578",1177438,627,넥스트엔터테인먼트월드(NEW),최호,"['이정재', '신하균', '이성민', '보아']","['김의성', '손호준', '김종선', '배성우', '최우식', '김윤성']",['조덕제'],['보경사'], 액션 ,액션,2014
451,452,여선생 VS 여제자,2004.11.17,0,1175580,55,씨제이이엔엠,장규성,"['이지훈', '이세영', '염정아']","['이지영', '정형민', '최란', '변희봉']",['이원종'],['좋은영화'], 코미디 ,코미디,2004
452,453,서양 골동 양과자점 앤티크,2008.11.13,"7,367,880,833",1173310,451,"오퍼스픽쳐스(유),쇼박스",민규동,"['주지훈', '김재욱', '유아인', '최지호']","['탁트인', '이상하', '이휘향', '문희경', '김창완', '박준면', '이주실', '남명렬', '권태원']","['이영진', '조희봉']","['영화사 집', '수필름']", 드라마 ,드라마,2008
453,455,인생은 아름다워,2022.9.28,"10,898,590,019",1171648,"1,285",롯데컬처웍스롯데엔터테인먼트,최국희,"['류승룡', '염정아', '박세완', '옹성우']","['심달기', '하현상', '김다인']","['전무송', '박영규', '김혜옥', '신신애', '김종수', '고창석', '염혜란', '김선영', '류현경']",['더램프'], 뮤지컬 ,뮤지컬,2022
454,456,슬로우 비디오,2014.10.2,"8,913,092,219",1169562,618,이십세기폭스코리아,김영탁,"['차태현', '남상미']","['오달수', '고창석', '진경', '김강현', '최성원', '이준혁', '박명신', '이화겸', '김현']",['안길강'],"['이십세기폭스 인터내셔널 프로덕션 20', '영화사기쁜우리젊은날']"," 드라마, 코미디 ",드라마,2014
455,457,동주,2016.2.17,"8,870,143,589",1169335,499,플러스엠 엔터테인먼트,이준익,"['강하늘', '박정민']","['김인우', '최홍일', '김정팔', '최희서', '신윤주', '이선주', '민진웅']",['문성근'],['루스이소니도스'], 드라마 ,드라마,2016
456,458,"당신, 거기 있어줄래요",2016.12.14,"9,361,133,648",1168625,767,롯데쇼핑㈜롯데엔터테인먼트,홍지영,"['김윤석', '변요한', '채서진']","['김상호', '안세하', '박혜수', '김호정']","['김효진', '김성령', '정인기']",['수필름']," 판타지, 드라마 ",판타지,2016
457,459,돈의 맛,2012.5.17,"8,780,178,611",1166018,643,"시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",임상수,"['김강우', '백윤식', '윤여정', '김효진']","['온주완', '권병길', '황정민']","['김응수', '정원중']",['휠므빠말주식회사'], 드라마 ,드라마,2012
458,460,장수상회,2015.4.9,"8,729,412,643",1163575,688,씨제이이엔엠,강제규,"['박근형', '윤여정', '조진웅', '한지민', '윤여정']","['황우슬혜', '문가영', '찬열', '이준혁', '김재화', '남명렬']",,"['빅픽쳐', '씨제이이엔엠']"," 멜로/로맨스, 드라마 ",멜로/로맨스,2015
459,461,연애술사,2005.5.20,0,1163274,55,씨제이이엔엠,천세환,"['연정훈', '박진희']","['김용훈', '최은주', '박용식', '정혜정', '최성욱', '하동훈', '최원영']","['심형탁', '최여진']",['필름지']," 멜로/로맨스, 코미디 ",멜로/로맨스,2005
460,462,공공의 적,2002.1.24,,1161500,54,시네마서비스,강우석,"['설경구', '이성재']","['강신일', '안내상', '이문식', '성지루', '유해진', '조규성', '조용수', '김경은', '안석환']",,['시네마서비스']," 범죄, 액션 ",범죄,2002
461,463,가문의 영광5 - 가문의 귀환,2012.12.19,"8,330,342,500",1160021,447,롯데쇼핑㈜롯데엔터테인먼트,정용기,"['정준호', '김민정', '유동근', '성동일', '박근형', '박상욱', '윤두준', '황광희', '유민', '손나은', '유혜정', '왕석현']",['김도영'],['윤문식'],['태원엔터테인먼트'], 코미디 ,코미디,2012
462,464,항거:유관순 이야기,2019.2.27,"9,290,065,101",1157707,"1,094",롯데컬처웍스롯데엔터테인먼트,조민호,"['고아성', '김새벽', '정하담', '류경수', '신영주', '정하담']","['최무성)', '하성광', '김남진', '최미라', '이성원', '이수연', '김지성', '심태영', '최일순', '오지영)']",,['디씨지플러스'], 드라마 ,드라마,2019
463,465,미씽: 사라진 여자,2016.11.30,"8,881,616,256",1153109,790,플러스엠 엔터테인먼트,이언희,"['엄지원', '공효진']","['서하늬', '고준', '김선영', '이성욱', '박해준']",,['다이스필름'], 미스터리 ,미스터리,2016
464,466,용서는 없다,2010.1.7,"8,737,627,361",1144238,334,시네마서비스,김형준,"['설경구', '류승범', '한혜진', '김홍파']","['성지루', '박상욱', '이정우', '김혁', '강규환', '강승완', '남경읍', '이도겸']",,"['더드림앤드픽쳐스', '시네마서비스']"," 범죄, 스릴러 ",범죄,2010
465,467,"안녕, 형아",2005.5.27,0,1143136,45,시네마서비스,임태형,"['박원상', '최우혁', '배종옥', '박지빈']","['양현우', '강남미', '정혜숙', '손선아']",,"['더드림앤드픽쳐스', '시네마서비스']", 드라마 ,드라마,2005
466,468,고령화 가족,2013.5.9,"8,169,492,153",1141222,583,씨제이이엔엠,송해성,"['박해일', '윤제문', '공효진', '윤여정', '진지희']","['김영재', '이영진', '유승목', '박영서']",['이영진'],['인벤트스톤']," 드라마, 코미디 ",드라마,2013
467,469,장사리 : 잊혀진 영웅들,2019.9.25,"8,997,921,050",1140876,"1,090",워너브러더스 코리아,곽경택,"['김명민', '최민호', '김성철', '김인권', '곽시양', '봉명필']","['메간폭스', '조지이즈', '장지건', '이재욱', '이호정']",['동방우'],['태원엔터테인먼트'], 전쟁 ,전쟁,2019
468,470,김종욱 찾기,2010.12.8,"8,271,660,983",1130638,442,씨제이이엔엠,장유정,"['임수정', '공유']","['천호진', '이청아', '전수경', '류승수']","['신성록', '정규수', '정성화', '장영남', '오나라', '최일화', '김무열', '최지호', '원기준', '정준하', '오만석', '김동욱', '엄기준']",['수필름']," 멜로/로맨스, 드라마 ",멜로/로맨스,2010
469,471,하루,2017.6.15,"9,072,737,842",1129609,781,CGV아트하우스,조선호,"['김명민', '변요한', '유재명', '조은형', '신혜선']",,,['라인필름'], 스릴러 ,스릴러,2017
470,472,챔피언,2018.5.1,"9,471,138,230",1128774,874,워너브러더스 코리아,김용완,"['마동석', '권율', '한예리', '김미미', '이범규']","['김건', '양현민', '오창경']","['오승환', '김동현']",['코코너'], 드라마 ,드라마,2018
471,473,성난 변호사,2015.10.8,"8,723,650,039",1128288,607,씨제이이엔엠,허종호,"['이선균', '김고은', '임원희']","['장현성', '최재웅', '김윤혜', '홍성덕', '배유람', '박지영', '민진웅']",,"['씨제이이엔엠', '영화사 빛나는 제국', '우수영화사']"," 범죄, 액션 ",범죄,2015
472,474,드림,2023.4.26,"10,818,979,597",1128080,"1,285",플러스엠 엔터테인먼트,이병헌,"['박서준', '아이유']","['김종수', '고창석', '정승길', '이현우', '양현민', '홍완표', '허준석', '이하늬']",,"['옥토버시네마', '노브레이크필름']"," 코미디, 드라마 ",코미디,2023
473,475,6년째 연애중,2008.2.5,"7,460,438,000",1123294,327,스튜디오210,박현진,"['김하늘', '윤계상']","['차현정', '신성록', '김혜옥', '옥지영', '서동원']",['이대연'],['피카소필름']," 멜로/로맨스, 드라마 ",멜로/로맨스,2008
474,476,아랑,2006.6.28,0,1122399,46,롯데쇼핑㈜롯데엔터테인먼트,안상훈,"['송윤아', '이동욱']","['손승진', '이승주', '이승철', '정원중', '이종수']",,"['더드림앤드픽쳐스', '디알엠엔터테인먼트']", 공포(호러) ,공포(호러),2006
475,477,특수본,2011.11.24,"8,096,052,500",1118258,471,"시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",황병국,"['엄태웅', '주원', '정진영', '성동일', '이태임', '김정태', '최형준']","['조재윤', '최우형', '김영재', '이희준', '유승목', '정만식', '반민정', '염동헌']",,['영화사수박']," 액션, 범죄 ",액션,2011
476,478,회사원,2012.10.11,"8,321,175,000",1110523,549,쇼박스,임상윤,"['소지섭', '이미연']","['곽도원', '김동준', '이경영', '한보배', '서정주)', '박진우']",,"['영화사심미안', '쇼박스', '51k']"," 액션, 드라마 ",액션,2012
477,479,간신,2015.5.21,"8,946,842,910",1110246,697,롯데쇼핑㈜롯데엔터테인먼트,민규동,"['주지훈', '김강우', '천호진', '임지연', '이유영']","['송영창', '차지연', '기주봉', '장광', '류아벨', '전여빈', '박명신', '정인기', '손영희']","['서영주', '정만식', '민성욱', '김도영', '손수현', '고경표']",['수필름'], 사극 ,사극,2015
478,480,령,2004.6.17,0,1108769,35,쇼박스,김태경,"['김하늘', '류진', '남상미']","['신이', '이윤지', '전혜빈']","['김해숙', '기주봉']",['팝콘필름'], 공포(호러) ,공포(호러),2004
479,481,베스트셀러,2010.4.15,"8,110,824,681",1099665,317,시너지하우스 (시너지),이정호,['엄정화'],"['류승룡', '이도경', '박사랑', '최무성', '조진웅', '이성민', '오정세', '조희봉', '이원철']",,"['에코필름', '데이지엔터테인먼트']"," 미스터리, 스릴러, 드라마 ",미스터리,2010
480,482,지금 사랑하는 사람과 살고 있습니까?,2007.8.15,0,1095119,76,시네마서비스,정윤수,"['박용우', '한채영', '이동건', '엄정화']","['허은', '박인영', '심준보', '이현순', '이형숙']",,['씨네이천   2000']," 드라마, 멜로/로맨스 ",드라마,2007
481,483,롱 리브 더 킹: 목포 영웅,2019.6.19,"9,228,798,910",1094404,965,"플러스엠 엔터테인먼트,콘텐츠지오",강윤성,"['김래원', '원진아', '진선규', '최귀화', '주진모', '진선규', '황정인']","['최무성', '차엽', '유희제', '하수호', '최재환', '임형준', '홍기준']","['정원중', '마동석', '길해연', '윤계상', '금광산', '이용이']","['주식회사 몬스터컴퍼니', '비에이엔터테인먼트']"," 액션, 드라마 ",액션,2019
482,484,그때 그 사람들,2005.2.3,0,1083962,45,엠케이픽처스,임상수,"['한석규', '백윤식']","['송재호', '김응수', '조상건', '권병길', '정원중', '조은지', '김윤아', '김상호', '김윤아', '김현아', '김경목', '조민수', '이병선', '정종준']",,['엠케이픽처스']," 미스터리, 코미디 ",미스터리,2005
483,485,내 남자의 로맨스,2004.7.16,0,1083556,47,씨제이이엔엠,박제현,"['김상경', '김정은', '이광재']","['박동빈', '이유진', '신영미', '김희은', '안준우', '서광재', '박솔', '엄기욱', '최이영', '엄기욱']",,['메이필름'], 드라마 ,드라마,2004
484,486,오! 해피데이,2003.4.18,0,1073230,47,시네마서비스,윤학렬,"['장나라', '박정철', '김혁']","['김현우', '제니', '장항선', '김해숙', '정다혜', '정인기']",,['황기성 사단'], 코미디 ,코미디,2003
485,487,오빠생각,2016.1.21,"8,058,857,287",1069436,855,넥스트엔터테인먼트월드(NEW),이한,"['임시완', '고아성', '이희준']","['김현빈', '이준혁', '정준원', '이레', '김영재', '이건하', '탕준상', '박수영', '장준휘', '박지연', '김윤태']",['김향기'],['조이래빗']," 드라마, 전쟁 ",드라마,2016
486,488,새드무비,2005.10.20,0,1066765,87,"롯데쇼핑㈜롯데엔터테인먼트,아이러브시네마",권종관,"['신민아', '염정아', '임수정', '정우성', '차태현', '이기우']","['조성현', '조태현', '윤현진']",['안길강'],['아이필름홀딩스'], 드라마 ,드라마,2005
487,489,"날, 보러와요",2016.4.7,"8,836,039,063",1063421,683,플러스엠 엔터테인먼트,이철하,"['강예원', '이상윤', '최진호']","['지대한', '김종수', '이학주', '장태성', '유건']","['길해연', '조재윤']","['영화사올', '발렌타인필름']"," 미스터리, 스릴러 ",미스터리,2016
488,490,수상한 고객들,2011.4.14,"7,953,428,000",1059350,411,씨제이이엔엠,조진모,"['윤하', '류승범', '박철민', '정선경', '성동일']","['이지은', '서지혜']",['안길강'],['메이스엔터테인먼트']," 코미디, 드라마 ",코미디,2011
489,491,비공식작전,2023.8.2,"10,192,141,216",1058645,"1,151",쇼박스,김성훈,"['하정우', '주지훈']","['권은성', '임형국', '김응수', '김종수', '박혁권', '유승목', '한수현']","['최정우', '장소연']","['와인드업필름', '와이낫필름']", 드라마 ,드라마,2023
490,492,남극일기,2005.5.19,0,1057311,78,쇼박스,임필성,"['박희순', '유지태', '송강호', '윤제문']",['최덕문'],,"['미로비젼', '싸이더스픽쳐스']", 스릴러 ,스릴러,2005
491,493,동창생,2013.11.6,"7,010,197,126",1048280,660,쇼박스,박홍수,"['최승현', '한예리']","['윤제문', '조성하', '김유정', '동현배', '정호빈', '이주실', '이신성', '박지일']",['박성웅'],"['더램프', '황금물고기']"," 액션, 드라마 ",액션,2013
492,494,시크릿,2009.12.3,"7,979,591,607",1046787,397,씨제이이엔엠,윤재구,"['차승원', '송윤아', '류승룡', '김수남']","['박효주', '한아름', '천지윤', '박경소', '임기홍', '이엘', '김주석', '김준영', '이철민', '오정세', '예수정', '정인기', '최윤슬']",['최성민'],"['미로비젼', '싸이더스픽쳐스']"," 스릴러, 드라마, 미스터리 ",스릴러,2009
493,495,그놈이다,2015.10.28,"8,098,811,152",1046313,681,CGV아트하우스,윤준형,"['주원', '유해진', '이유영']","['류혜영', '서현우', '이준혁', '김민서', '장인섭', '손지나', '민성욱', '손성찬', '김영웅', '최유송', '남진복']",,"['상상필름', '브라더픽처스']", 스릴러 ,스릴러,2015
494,496,마음이...,2006.10.26,0,1042166,66,쇼박스,오달균,"['유승호', '김향기']","['김동영', '안길강']",,['화인웍스'], 드라마 ,드라마,2006
495,497,점박이:한반도의 공룡3D,2012.1.26,"9,621,468,000",1040636,457,씨제이이엔엠,한상호,"['이형석', '신용우', '구자형']",,,"['드림써치', '한국교육방송공사', '올리브스튜디오']"," 애니메이션, 어드벤처, 액션 ",애니메이션,2012
496,498,서편제,1993.4.10,0,1035741,16,,임권택,"['김규철', '최종원', '오정해', '김명곤']",['강선숙'],,"['드림써치', '한국교육방송공사', '올리브스튜디오']"," 드라마, 사극 ",드라마,1993
497,499,파괴된 사나이,2010.7.1,"7,820,538,614",1030285,190,시너지하우스 (시너지),우민호,"['김명민', '엄기준', '박주미', '김소현', '이경근']","['이병준', '최민서', '박수용', '이나경', '신현종', '최광일']",['김응수'],"['아이러브시네마', '아이필름홀딩스']"," 드라마, 스릴러 ",드라마,2010
498,500,오직 그대만,2011.10.20,"7,591,008,500",1027622,435,쇼박스,송일곤,"['소지섭', '한효주']","['강신일', '오광록', '최욱', '윤종화']","['조성하', '진구']","['51k', '에이치비엔터테인먼트']", 멜로/로맨스 ,멜로/로맨스,2011
